sample, max_time_ms, sensor_time_ms, raw, smoothed, frequency
176,1765,4966289,3003,3007.534912109375,717.272190403294
177,1774,4966299,3019,3008.4521484375,718.3877480996622
178,1788,4966309,3001,3007.85595703125,717.6626504434122
179,1798,4966319,3003,3007.467529296875,717.1902383340372
180,1808,4966329,3004,3007.190185546875,716.8529283678209
181,1817,4966339,3015,3007.81494140625,717.612766575169
182,1823,4966349,3015,3008.3896484375,718.3117345861486
183,2056,4966359,3002,3007.87841796875,717.689967799831
184,2060,4966369,3017,3008.608154296875,718.5774849556587
185,2064,4966379,3002,3008.07958984375,717.9346362964527
186,2067,4966389,3017,3008.793212890625,718.8025562183277
187,2070,4966399,3004,3008.40966796875,718.3360826646959
188,2072,4966409,3002,3007.89697265625,717.7125343116554
189,2075,4966419,3015,3008.46533203125,718.403782200169
190,2078,4966429,3006,3008.26806640625,718.1638645481419
191,2080,4966439,3015,3008.806640625,718.8188872466217
192,2082,4966449,3003,3008.342041015625,718.253833667652
193,2085,4966459,3007,3008.234619140625,718.1231854413006
194,2087,4966469,3001,3007.65576171875,717.4191696579392
195,2089,4966479,3017,3008.4033203125,718.3283625422297
196,2091,4966489,3015,3008.93115234375,718.9703204180744
197,2094,4966499,3017,3009.57666015625,719.755397487331
198,2096,4966509,3005,3009.21044921875,719.3100058065878
199,2098,4966519,3007,3009.03369140625,719.0950300886824
200,2100,4966529,3019,3009.8310546875,720.0647962415541
201,2103,4966539,3001,3009.12451171875,719.2054872255068
202,2105,4966549,3018,3009.83447265625,720.0689532305744
203,2107,4966559,3005,3009.44775390625,719.5986196157095
204,2109,4966569,3004,3009.011962890625,719.068603515625
205,2111,4966579,3016,3009.571044921875,719.7485681482264
206,2113,4966589,3002,3008.96533203125,719.011890308277
207,2116,4966599,3007,3008.80810546875,718.8206688133446
208,2118,4966609,3002,3008.263427734375,718.1582229201858
209,2120,4966619,3006,3008.082275390625,717.9379025021115
210,2123,4966629,3002,3007.595703125,717.3461254222973
211,2125,4966639,3017,3008.34814453125,718.261256862331
212,2136,4966649,3004,3008.000244140625,717.838134765625
213,2139,4966659,3007,3007.920166015625,717.7407424514358
214,2151,4966669,3016,3008.566650390625,718.5270072318413
215,2170,4966679,3014,3009.001220703125,719.0555386929899
216,2174,4966689,3001,3008.361083984375,718.2769940350506
217,2181,4966699,3016,3008.97216796875,719.0202042863176
218,2186,4966709,3002,3008.414306640625,718.341724292652
219,2196,4966719,3007,3008.30126953125,718.2042467271959
220,2213,4966729,3019,3009.1572265625,719.2452755489865
221,2218,4966739,3015,3009.624755859375,719.813892261402
222,2261,4966749,3004,3009.1748046875,719.2666543496622
223,2263,4966759,3006,3008.9208984375,718.9578494510135
224,2265,4966769,3004,3008.52734375,718.4792018581081
225,2267,4966779,3006,3008.3251953125,718.2333456503378
226,2268,4966789,3017,3009.019287109375,719.0775113492399
227,2274,4966799,3017,3009.65771484375,719.853977512669
228,2285,4966809,3004,3009.205078125,719.3034733952703
229,2291,4966819,3006,3008.94873046875,718.99169921875
230,2305,4966829,3017,3009.5927734375,719.7749947212837
231,2313,4966839,3003,3009.0654296875,719.1336307010135
232,2325,4966849,3008,3008.980224609375,719.030002903294
233,2332,4966859,3017,3009.621826171875,719.810329127956
234,2344,4966869,3016,3010.132080078125,720.430908203125
235,2357,4966879,3015,3010.521484375,720.9045080236486
236,2363,4966889,3018,3011.119873046875,721.6322780299831
237,2374,4966899,3003,3010.47021484375,720.8421531883446
238,2385,4966909,3017,3010.99267578125,721.4775786528717
239,2395,4966919,3014,3011.233154296875,721.7700525232264
240,2404,4966929,3018,3011.7744140625,722.4283414273649
241,2419,4966939,3003,3011.072509765625,721.5746740392736
242,2425,4966949,3018,3011.626708984375,722.2487001161318
243,2436,4966959,3017,3012.056640625,722.7715899493244
244,2446,4966969,3017,3012.4521484375,723.252612964527
245,2466,4966979,3007,3012.015869140625,722.7220030088682
246,2477,4966989,3001,3011.134521484375,721.6500936972128
247,2483,4966999,3004,3010.563720703125,720.9558765308277
248,2488,4967009,2986,3008.5986328125,718.5659047719595
249,2496,4967019,3018,3009.350830078125,719.480739284206
250,2505,4967029,3017,3009.962890625,720.2251372466217
251,2521,4967039,3003,3009.40576171875,719.5475480363176
252,2530,4967049,3005,3009.05322265625,719.1187843116554
253,2537,4967059,3002,3008.489013671875,718.4325841955236
254,2547,4967069,3007,3008.369873046875,718.2876834353885
255,2555,4967079,3002,3007.8603515625,717.667995143581
256,2565,4967089,3015,3008.431640625,718.3628061655405
257,2610,4967099,3004,3008.0771484375,717.931667018581
258,2612,4967109,3008,3008.071044921875,717.924243823902
259,2614,4967119,3017,3008.785400390625,718.7930545291385
260,2616,4967129,3001,3008.16259765625,718.0355917440878
261,2620,4967139,3007,3008.069580078125,717.9224622571791
262,2650,4967149,3015,3008.6240234375,718.5967852618244
263,2657,4967159,3022,3009.694091796875,719.898219752956
264,2659,4967169,3002,3009.07861328125,719.1496648015203
265,2668,4967179,3000,3008.352294921875,718.2663046347128
266,2670,4967189,3001,3007.76416015625,717.5510055954392
267,2674,4967199,3003,3007.383056640625,717.0875013196791
268,2686,4967209,3015,3007.992431640625,717.8286330764358
269,2694,4967219,3007,3007.9130859375,717.7321315456081
270,2705,4967229,3003,3007.52001953125,717.254077808277
271,2727,4967239,3005,3007.318359375,717.008815456081
272,2734,4967249,3005,3007.1328125,716.7831503378378
273,2740,4967259,3002,3006.72216796875,716.283717799831
274,2746,4967269,3004,3006.50439453125,716.0188582136824
275,2770,4967279,3001,3006.06396484375,715.4832004856419
276,2775,4967289,3016,3006.85888671875,716.4499973606419
277,2780,4967299,3006,3006.790283203125,716.3665606524494
278,2785,4967309,3001,3006.3271484375,715.8032886402027
279,2795,4967319,3007,3006.380859375,715.8686127533783
280,2805,4967329,3007,3006.430419921875,715.9288890941723
281,2815,4967339,3006,3006.39599609375,715.8870222761824
282,2828,4967349,3002,3006.044189453125,715.4591493348818
283,2836,4967359,3001,3005.640625,714.9683277027027
284,2846,4967369,3017,3006.54931640625,716.0734929265203
285,2855,4967379,3004,3006.345458984375,715.8255582242399
286,2867,4967389,3016,3007.117919921875,716.7650377428209
287,2876,4967399,3005,3006.948486328125,716.5589698585304
288,2887,4967409,3018,3007.83251953125,717.6341453758446
289,2895,4967419,3016,3008.48583984375,718.4287241342905
290,2907,4967429,3002,3007.967041015625,717.7977525865709
291,2915,4967439,3015,3008.52978515625,718.4821711359797
292,2956,4967449,3017,3009.20751953125,719.3064426731419
293,2958,4967459,3016,3009.7509765625,719.9674039273649
294,2960,4967469,3006,3009.450927734375,719.6024796769426
295,2961,4967479,3003,3008.934814453125,718.9747743348818
296,2966,4967489,3006,3008.699951171875,718.6891298036318
297,2975,4967499,3002,3008.1640625,718.0373733108108
298,2986,4967510,3004,3007.8310546875,717.6323638091217
299,2996,4967520,3015,3008.404541015625,718.3298471811655
300,3008,4967530,3016,3009.01220703125,719.0689004434122
301,3016,4967540,3004,3008.611328125,718.5813450168919
302,3032,4967550,3007,3008.482421875,718.4245671452703
303,3038,4967560,3006,3008.283935546875,718.1831648543074
304,3049,4967570,3004,3007.941162109375,717.7662782411318
305,3066,4967580,3016,3008.5859375,718.550464527027
306,3074,4967590,3018,3009.339111328125,719.4664867504223
307,3078,4967600,2990,3007.7919921875,717.5848553631756
308,3087,4967610,3019,3008.688720703125,718.6754711254223
309,3095,4967620,3005,3008.3935546875,718.3164854307432
310,3103,4967630,3015,3008.922119140625,718.9593340899494
311,3112,4967640,3019,3009.728271484375,719.9397896431587
312,3125,4967650,3019,3010.469970703125,720.8418562605574
313,3137,4967660,3018,3011.072265625,721.5743771114865
314,3148,4967670,3014,3011.306396484375,721.859130859375
315,3158,4967680,3017,3011.761962890625,722.4131981102196
316,3166,4967690,3018,3012.260986328125,723.0201185071791
317,3174,4967700,3004,3011.60009765625,722.216334987331
318,3185,4967710,3016,3011.9521484375,722.644504856419
319,3196,4967720,3007,3011.555908203125,722.1625910578547
320,3206,4967730,3004,3010.951416015625,721.4273978568413
321,3216,4967740,3003,3010.315185546875,720.6536040434967
322,3227,4967750,3008,3010.1298828125,720.4282358530405
323,3237,4967760,3003,3009.5595703125,719.7346125422297
324,3244,4967770,3001,3008.874755859375,718.9017300992399
325,3289,4967780,3019,3009.684814453125,719.886936497044
326,3291,4967790,3014,3010.030029296875,720.3067923880913
327,3293,4967800,3005,3009.627685546875,719.817455394848
328,3294,4967810,3002,3009.017578125,719.0754328547297
329,3307,4967820,3001,3008.376220703125,718.2954035578547
330,3309,4967830,3006,3008.18603515625,718.0640968116554
331,3313,4967840,3016,3008.81103515625,718.8242319467905
332,3325,4967850,3016,3009.38623046875,719.5237938133446
333,3340,4967860,3017,3009.995361328125,720.2646286423142
334,3345,4967870,3005,3009.595703125,719.7785578547297
335,3369,4967880,3017,3010.18798828125,720.4989046663851
336,3375,4967890,3015,3010.572998046875,720.9671597867399
337,3379,4967900,3002,3009.88720703125,720.1330896326014
338,3385,4967910,3001,3009.17626953125,719.2684359163851
339,3396,4967920,3019,3009.962158203125,720.2242464632601
340,3406,4967930,3016,3010.445068359375,720.8115696262669
341,3416,4967940,3016,3010.889404296875,721.351978198902
342,3422,4967950,3007,3010.578369140625,720.9736921980574
343,3442,4967960,3017,3011.092041015625,721.5984282622467
344,3449,4967970,2999,3010.124755859375,720.4220003695101
345,3462,4967980,3002,3009.474853515625,719.6315786000845
346,3469,4967990,3002,3008.876953125,718.9044024493244
347,3476,4968000,3019,3009.686767578125,719.8893119193413
348,3486,4968010,3020,3010.51171875,720.8926309121622
349,3498,4968020,3003,3009.910888671875,720.161891627956
350,3507,4968030,3005,3009.51806640625,719.6841348184122
351,3529,4968040,3002,3008.91650390625,718.9525047508446
352,3531,4968050,3002,3008.36328125,718.2796663851351
353,3536,4968060,3004,3008.01416015625,717.8550596494932
354,3550,4968070,3002,3007.532958984375,717.2698149809967
355,3563,4968080,3018,3008.370361328125,718.2882772909628
356,3567,4968090,3003,3007.940673828125,717.7656843855574
357,3578,4968100,3000,3007.305419921875,716.9930782833615
358,3585,4968110,3003,3006.9609375,716.5741131756756
359,3596,4968120,3017,3007.76416015625,717.5510055954392
360,3607,4968130,3017,3008.5029296875,718.4495090793919
361,3615,4968140,3000,3007.82275390625,717.6222682643581
362,3625,4968150,3003,3007.43701171875,717.1531223606419
363,3636,4968160,3003,3007.08203125,716.7213893581081
364,3647,4968170,3001,3006.595458984375,716.129612278294
365,3666,4968180,3016,3007.347900390625,717.0447437183277
366,3672,4968190,3017,3008.1201171875,717.9839263091217
367,3679,4968200,3007,3008.030517578125,717.8749538112331
368,3687,4968210,3020,3008.988037109375,719.0395045924831
369,3697,4968220,3008,3008.908935546875,718.9432999894426
370,3705,4968230,3019,3009.71630859375,719.9252401815878
371,3715,4968240,3017,3010.299072265625,720.634006809544
372,3725,4968250,3006,3009.955078125,720.2156355574324
373,3734,4968260,3005,3009.55859375,719.733424831081
374,3748,4968270,3003,3009.033935546875,719.0953270164696
375,3756,4968280,3016,3009.59130859375,719.7732131545608
376,3768,4968290,3001,3008.904052734375,718.9373614336994
377,3776,4968300,3014,3009.311767578125,719.4332308382601
378,3789,4968310,3016,3009.846923828125,720.0840965477196
379,3798,4968320,3002,3009.21923828125,719.3206952069256
380,3808,4968330,3001,3008.561767578125,718.521068676098
381,3826,4968340,3016,3009.15673828125,719.2446816934122
382,3831,4968350,3002,3008.584228515625,718.5483860325169
383,3835,4968360,3004,3008.217529296875,718.1024004961994
384,3854,4968370,3005,3007.960205078125,717.7894386085304
385,3861,4968380,3004,3007.643310546875,717.404026340794
386,3869,4968390,3002,3007.19189453125,716.855006862331
387,3878,4968400,3008,3007.256591796875,716.9336927259291
388,3889,4968410,3003,3006.916015625,716.5194784628378
389,3897,4968420,3015,3007.562744140625,717.3060401710304
390,3935,4968430,3016,3008.23779296875,718.1270455025337
391,3943,4968440,3004,3007.898681640625,717.7146128061655
392,3948,4968450,2989,3006.38671875,715.8757390202703
