sample, max_time_ms, sensor_time_ms, raw, smoothed, frequency
0,6,4970251,3002,3005.835205078125,715.2049791490709
1,18,4970261,2991,3004.6484375,713.7616131756756
2,36,4970271,3017,3005.636474609375,714.9632799303209
3,46,4970281,3001,3005.265625,714.5122466216217
4,54,4970291,3006,3005.324462890625,714.5838062183277
5,84,4970301,3002,3005.05859375,714.2604518581081
6,92,4970311,3020,3006.25390625,715.7142103040541
7,97,4970321,3005,3006.153564453125,715.5921729835304
8,113,4970331,3007,3006.22119140625,715.6744219805744
9,126,4970341,3016,3007.00341796875,716.6257786106419
10,138,4970351,3018,3007.883056640625,717.6956094277872
11,151,4970361,3017,3008.6123046875,718.5825327280405
12,157,4970371,3017,3009.283447265625,719.3987872149494
13,164,4970381,2991,3007.82080078125,717.6198928420608
14,173,4970391,3019,3008.715087890625,718.7075393264358
15,179,4970401,2990,3007.2177734375,716.8864812077703
16,185,4970411,3017,3008.000244140625,717.838134765625
17,190,4970421,3002,3007.520263671875,717.2543747360642
18,194,4970431,3004,3007.238525390625,716.9117200696791
19,208,4970441,3016,3007.939453125,717.7641997466217
20,211,4970451,3015,3008.50439453125,718.4512906461149
21,214,4970461,3020,3009.424072265625,719.5698176203547
22,216,4970471,3001,3008.750244140625,718.7502969277872
23,219,4970481,3014,3009.170166015625,719.261012721706
24,221,4970491,2989,3007.556640625,717.2986169763514
25,223,4970501,3001,3007.0322265625,716.660816089527
26,225,4970511,3019,3007.98974609375,717.825366870777
27,238,4970521,3021,3009.030517578125,719.0911700274494
28,246,4970531,3018,3009.748046875,719.963840793919
29,260,4970541,3002,3009.128173828125,719.2099411423142
30,266,4970551,3003,3008.637939453125,718.6137101456926
31,294,4970561,3002,3008.10693359375,717.9678922086149
32,302,4970571,3016,3008.73828125,718.7357474662163
33,309,4970581,3018,3009.479248046875,719.6369233002533
34,314,4970591,3002,3008.880859375,718.909153293919
35,324,4970601,3005,3008.5703125,718.5314611486486
36,333,4970611,2991,3007.164794921875,716.822047877956
37,338,4970621,3019,3008.111572265625,717.9735338365709
38,346,4970631,3005,3007.862548828125,717.6706674936655
39,359,4970641,3019,3008.75341796875,718.7541569890203
40,365,4970651,3017,3009.4130859375,719.5564558699324
41,373,4970661,3005,3009.06005859375,719.1270982896959
42,383,4970671,3018,3009.775146484375,719.996799778294
43,396,4970681,3004,3009.313232421875,719.4350124049831
44,405,4970691,3004,3008.88818359375,718.9180611275337
45,417,4970701,3017,3009.537109375,719.7072951858108
46,422,4970711,3005,3009.174072265625,719.2657635663006
47,436,4970721,3017,3009.800048828125,720.0270864125845
48,447,4970731,3018,3010.4560546875,720.8249313766892
49,458,4970741,3005,3010.01953125,720.2940244932432
50,468,4970751,3016,3010.498046875,720.876002956081
51,483,4970761,3004,3009.978271484375,720.2438436972128
52,488,4970771,3017,3010.5400390625,720.927074535473
53,496,4970781,3005,3010.096923828125,720.3881506017736
54,506,4970791,3018,3010.729248046875,721.1571935705236
55,517,4970801,3006,3010.350830078125,720.6969555004223
56,524,4970811,3018,3010.962646484375,721.4410565350506
57,532,4970821,3003,3010.32568359375,720.6663719383446
58,545,4970831,3006,3009.979736328125,720.2456252639358
59,561,4970841,3018,3010.621337890625,721.025951488598
60,568,4970851,3017,3011.131591796875,721.6465305637669
61,584,4970861,3002,3010.401123046875,720.7581226245777
62,606,4970871,3005,3009.968994140625,720.2325604413006
63,618,4970881,3016,3010.451416015625,720.8192897487331
64,623,4970891,3002,3009.775390625,719.997096706081
65,630,4970901,3004,3009.3134765625,719.4353093327703
66,636,4970911,3018,3010.00830078125,720.2803658150337
67,651,4970921,3018,3010.647705078125,721.0580196896115
68,656,4970931,3002,3009.955810546875,720.216526340794
69,671,4970941,3001,3009.2392578125,719.345043285473
70,676,4970951,3003,3008.740234375,718.7381228885135
71,682,4970961,3000,3008.041015625,717.887721706081
72,688,4970971,3005,3007.7978515625,717.5919816300676
73,693,4970981,3017,3008.533935546875,718.4872189083615
74,733,4970991,3019,3009.37109375,719.5053842905405
75,743,4971001,3003,3008.861328125,718.8853990709459
76,750,4971011,3016,3009.432373046875,719.5799131651182
77,755,4971021,3005,3009.077880859375,719.1487740181587
78,766,4971031,2987,3007.311767578125,717.0007984058277
79,772,4971041,3004,3007.046875,716.6786317567568
80,777,4971051,3004,3006.80322265625,716.382297825169
81,782,4971061,3018,3007.698974609375,717.4717258762669
82,788,4971071,3004,3007.403076171875,717.1118493982264
83,797,4971081,3016,3008.0908203125,717.9482949746622
84,809,4971091,3018,3008.883544921875,718.9124194995777
85,817,4971101,3015,3009.372802734375,719.5074627850506
86,824,4971111,3017,3009.98291015625,720.249485325169
87,836,4971121,3004,3009.50439453125,719.667506862331
88,846,4971131,3015,3009.944091796875,720.2022738070101
89,852,4971141,3006,3009.628662109375,719.8186431059967
90,862,4971151,3018,3010.29833984375,720.6331160261824
91,872,4971161,3005,3009.87451171875,720.117649387669
92,884,4971171,3015,3010.28466796875,720.6164880701014
93,905,4971181,3002,3009.621826171875,719.810329127956
94,911,4971191,3007,3009.412109375,719.5552681587837
95,916,4971201,3001,3008.7392578125,718.7369351773649
96,930,4971211,3004,3008.360107421875,718.275806323902
97,936,4971221,3002,3007.851318359375,717.657008815456
98,945,4971231,3003,3007.463134765625,717.1848936338682
99,962,4971241,3007,3007.426025390625,717.1397606102196
100,968,4971251,3016,3008.112060546875,717.9741276921453
101,979,4971261,3014,3008.5830078125,718.546901393581
102,989,4971271,3017,3009.25634765625,719.3658282305744
103,996,4971281,3006,3008.995849609375,719.0490062816723
104,1003,4971291,3018,3009.716064453125,719.9249432538006
105,1061,4971301,3018,3010.378662109375,720.7308052681587
106,1069,4971311,3004,3009.868408203125,720.1102261929899
107,1076,4971321,3016,3010.35888671875,720.7067541173986
108,1086,4971331,3003,3009.770263671875,719.9908612225506
109,1091,4971341,2989,3008.108642578125,717.969970703125
110,1098,4971351,3018,3008.89990234375,718.9323136613176
111,1104,4971361,3017,3009.5478515625,719.7203600084459
112,1108,4971371,3018,3010.22412109375,720.5428499788851
113,1112,4971381,3017,3010.76611328125,721.2020296663851
114,1122,4971391,3016,3011.184814453125,721.7112608213682
115,1129,4971401,3004,3010.610107421875,721.0122928103885
116,1135,4971411,3003,3010.001220703125,720.271754909206
117,1139,4971421,3004,3009.521240234375,719.6879948796453
118,1149,4971431,3005,3009.159423828125,719.2479478990709
119,1164,4971441,3015,3009.626708984375,719.8162676836994
120,1175,4971451,2990,3008.056640625,717.9067250844595
121,1178,4971461,3020,3009.01220703125,719.0689004434122
122,1182,4971471,3002,3008.451171875,718.3865603885135
123,1213,4971481,3004,3008.094970703125,717.953342747044
124,1219,4971491,3006,3007.927490234375,717.7496502850506
125,1224,4971501,3016,3008.5732421875,718.5350242820946
126,1232,4971512,3002,3008.04736328125,717.8954418285473
