sample,processing_time_ms,sensor_time_ms,raw,smoothed,frequency
261,6188,199557.0,3115.0,3115.1338,848.1357
262,6205,199567.0,3115.0,3115.123,848.1227
263,6222,199587.0,3114.0,3115.0977,848.09174
264,6238,199607.0,3112.0,3114.6956,847.60266
265,6255,199617.0,3113.0,3114.5598,847.4376
266,6272,199637.0,3115.0,3114.6274,847.51984
267,6289,199657.0,3114.0,3117.7693,851.341
268,6305,199667.0,3086.0,3115.2278,848.25
269,6322,199687.0,3113.0,3115.0327,848.0128
270,6338,199707.0,3127.0,3115.7668,848.90564
271,6355,199717.0,3117.0,3115.8655,849.0256
272,6372,199737.0,3113.0,3115.3516,848.4005
273,6387,199747.0,3112.0,3115.0835,848.0745
274,6405,199767.0,3115.0,3115.1443,848.14844
275,6422,199787.0,3071.0,3111.5286,843.751
276,6439,199807.0,3113.0,3113.2266,845.8161
277,6455,199817.0,3115.0,3113.3684,845.98865
278,6472,199837.0,3112.0,3113.3792,846.00165
279,6488,199857.0,3113.0,3113.321,845.931
280,6504,199867.0,3127.0,3114.4153,847.26184
281,6522,199887.0,3103.0,3113.6924,846.3826
282,6539,199907.0,3115.0,3114.8499,847.7904
283,6556,199917.0,3114.0,3114.782,847.7078
284,6571,199927.0,3112.0,3114.5593,847.437
285,6587,199957.0,3100.0,3113.4568,846.09607
286,6605,199967.0,3113.0,3113.4202,846.0516
287,6622,199987.0,3072.0,3110.37,842.34204
288,6639,200007.0,3114.0,3111.1487,843.28894
289,6655,200017.0,3087.0,3109.2168,840.9394
290,6672,200037.0,3113.0,3108.6938,840.3033
291,6689,200047.0,3116.0,3109.2783,841.01416
292,6705,200067.0,3116.0,3110.1636,842.0908
293,6722,200087.0,3114.0,3110.6792,842.71796
294,6739,200107.0,3115.0,3111.343,843.52527
295,6755,200117.0,3114.0,3111.5557,843.78394
296,6773,200137.0,3114.0,3112.0781,844.4193
297,6789,200157.0,3116.0,3112.607,845.06244
298,6804,200167.0,3053.0,3107.8384,839.2629
299,6821,200187.0,3114.0,3109.7417,841.57776
300,6838,200207.0,3119.0,3110.8694,842.9493
301,6855,200217.0,3116.0,3111.2798,843.44836
302,6872,200237.0,3120.0,3113.3552,845.9726
303,6888,200257.0,3114.0,3113.5278,846.1825
304,6905,200267.0,3115.0,3113.6455,846.3256
305,6921,200287.0,3130.0,3115.0537,848.0383
306,6938,200307.0,3114.0,3114.9653,847.93085
307,6955,200317.0,3129.0,3116.0881,849.2964
308,6972,200337.0,3071.0,3112.1802,844.54346
